Object Template ID	Object Template	New Object Template	New Template ID	Script Remove	Script Add	Objvar Remove	General Protection	Condition	"Layer, Value"	Attribute Bonus	Crate Script	Create Schematic
-448030425	object/tangible/component/armor/armor_segment.iff	object/tangible/component/armor/armor_segment_recon.iff	1594162622	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.3	0.2			systems.crafting.armor.component.crafting_new_armor_segment	1861772866
-786663538	object/tangible/component/armor/armor_segment_bone.iff	object/tangible/component/armor/armor_segment_battle.iff	-1438161694	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.3	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-2043680571
-702291727	object/tangible/component/armor/armor_segment_bone_advanced.iff	object/tangible/component/armor/armor_segment_battle.iff	-1438161694	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.3	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-2043680571
50152844	object/tangible/component/armor/armor_segment_bone_donkuwah.iff	object/tangible/component/armor/armor_segment_battle.iff	-1438161694	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.6	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-2043680571
-132357748	object/tangible/component/armor/armor_segment_bone_kimogila.iff	object/tangible/component/armor/armor_segment_battle.iff	-1438161694	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.8	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-2043680571
1590091204	object/tangible/component/armor/armor_segment_bone_voritor_lizard.iff	object/tangible/component/armor/armor_segment_battle.iff	-1438161694	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.6	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-2043680571
-212848001	object/tangible/component/armor/armor_segment_chitin.iff	object/tangible/component/armor/armor_segment_assault.iff	2042493214	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.3	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-1138822246
1415954991	object/tangible/component/armor/armor_segment_chitin_advanced.iff	object/tangible/component/armor/armor_segment_assault.iff	2042493214	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.3	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-1138822246
1401689522	object/tangible/component/armor/armor_segment_chitin_brackaset.iff	object/tangible/component/armor/armor_segment_assault.iff	2042493214	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.3	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-1138822246
1656768558	object/tangible/component/armor/armor_segment_chitin_kliknick.iff	object/tangible/component/armor/armor_segment_assault.iff	2042493214	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.6	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-1138822246
944293988	object/tangible/component/armor/armor_segment_chitin_kliknick_adv.iff	object/tangible/component/armor/armor_segment_assault.iff	2042493214	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.8	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-1138822246
-1764803069	object/tangible/component/armor/armor_segment_chitin_sharnaff.iff	object/tangible/component/armor/armor_segment_assault.iff	2042493214	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.5	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-1138822246
2026707684	object/tangible/component/armor/armor_segment_composite.iff	object/tangible/component/armor/armor_segment_assault.iff	2042493214	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.3	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-1138822246
1741906969	object/tangible/component/armor/armor_segment_composite_advanced.iff	object/tangible/component/armor/armor_segment_assault.iff	2042493214	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.7	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-1138822246
1862066444	object/tangible/component/armor/armor_segment_composite_krayt.iff	object/tangible/component/armor/armor_segment_assault.iff	2042493214	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.8	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-1138822246
981227534	object/tangible/component/armor/armor_segment_enhancement_brackaset.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.component.component_attrib_mod	armor*				[0:5.000000]		
-613110139	object/tangible/component/armor/armor_segment_enhancement_fambaa.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.component.component_attrib_mod	armor*				[0:5.000000]		
188520444	object/tangible/component/armor/armor_segment_enhancement_janta.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.component.component_attrib_mod	armor*				[0:10.000000]		
-589817340	object/tangible/component/armor/armor_segment_enhancement_kimogila.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.component.component_attrib_mod	armor*				[0:10.000000]		
1740191859	object/tangible/component/armor/armor_segment_enhancement_krayt.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.component.component_attrib_mod	armor*				[0:15.000000]		
-1464343893	object/tangible/component/armor/armor_segment_enhancement_nightsister.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.component.component_attrib_mod	armor*				[0:15.000000]		
-2022305605	object/tangible/component/armor/armor_segment_enhancement_rancor.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.component.component_attrib_mod	armor*				[0:15.000000]		
810379093	object/tangible/component/armor/armor_segment_enhancement_sharnaff.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.component.component_attrib_mod	armor*				[0:5.000000]		
-965865145	object/tangible/component/armor/armor_segment_enhancement_voritor_lizard.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.component.component_attrib_mod	armor*				[0:5.000000]		
775748867	object/tangible/component/armor/armor_segment_kashyyykian_black_mtn.iff	object/tangible/component/armor/armor_segment_battle.iff	-1438161694	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.3	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-2043680571
-1876464536	object/tangible/component/armor/armor_segment_kashyyykian_black_mtn_advanced.iff	object/tangible/component/armor/armor_segment_battle.iff	-1438161694	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.3	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-2043680571
-483088632	object/tangible/component/armor/armor_segment_kashyyykian_ceremonial.iff	object/tangible/component/armor/armor_segment_recon.iff	1594162622	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.3	0.2			systems.crafting.armor.component.crafting_new_armor_segment	1861772866
901906289	object/tangible/component/armor/armor_segment_kashyyykian_ceremonial_advanced.iff	object/tangible/component/armor/armor_segment_recon.iff	1594162622	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.3	0.2			systems.crafting.armor.component.crafting_new_armor_segment	1861772866
-2134198239	object/tangible/component/armor/armor_segment_kashyyykian_hunting.iff	object/tangible/component/armor/armor_segment_assault.iff	2042493214	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.3	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-1138822246
-1655034745	object/tangible/component/armor/armor_segment_kashyyykian_hunting_advanced.iff	object/tangible/component/armor/armor_segment_assault.iff	2042493214	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.7	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-1138822246
1080722273	object/tangible/component/armor/armor_segment_padded.iff	object/tangible/component/armor/armor_segment_battle.iff	-1438161694	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.3	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-2043680571
1220774872	object/tangible/component/armor/armor_segment_padded_acklay.iff	object/tangible/component/armor/armor_segment_battle.iff	-1438161694	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.8	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-2043680571
1141198733	object/tangible/component/armor/armor_segment_padded_advanced.iff	object/tangible/component/armor/armor_segment_battle.iff	-1438161694	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.7	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-2043680571
-309965447	object/tangible/component/armor/armor_segment_padded_fambaa.iff	object/tangible/component/armor/armor_segment_battle.iff	-1438161694	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.6	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-2043680571
-1316687033	object/tangible/component/armor/armor_segment_padded_rancor.iff	object/tangible/component/armor/armor_segment_battle.iff	-1438161694	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.8	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-2043680571
-1322827874	object/tangible/component/armor/armor_segment_ris.iff	object/tangible/component/armor/armor_segment_battle.iff	-1438161694	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.8	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-2043680571
810339444	object/tangible/component/armor/armor_segment_ubese.iff	object/tangible/component/armor/armor_segment_recon.iff	1594162622	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.3	0.2			systems.crafting.armor.component.crafting_new_armor_segment	1861772866
1102511316	object/tangible/component/armor/armor_segment_ubese_advanced.iff	object/tangible/component/armor/armor_segment_recon.iff	1594162622	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.7	0.2			systems.crafting.armor.component.crafting_new_armor_segment	1861772866
1804298795	object/tangible/component/armor/armor_segment_zam.iff	object/tangible/component/armor/armor_segment_recon.iff	1594162622	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.3	0.2			systems.crafting.armor.component.crafting_new_armor_segment	1861772866
1505456979	object/tangible/component/armor/armor_segment_zam_advanced.iff	object/tangible/component/armor/armor_segment_recon.iff	1594162622	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.7	0.2			systems.crafting.armor.component.crafting_new_armor_segment	1861772866
-90182809	object/tangible/component/armor/bone_fragment_woolamander_harrower.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*						
-1915271095	object/tangible/component/armor/deflector_shield_emitter_assembly.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*						
-1188519487	object/tangible/component/armor/deflector_shield_generator_energy_ray.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*						
-1173568585	object/tangible/component/armor/deflector_shield_generator_particle.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*						
1906195493	object/tangible/component/armor/deflector_shield_projector_plate.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*						
-1958737672	object/tangible/component/armor/feather_peko_albatross.iff			systems.crafting.armor.component.crafting_armor_component_attribute		armor*				[0:20.000000]		
665098706	object/tangible/component/armor/hide_gurk_king.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*						
-1170494820	object/tangible/component/armor/scale_giant_dune_kimogila.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*						
831150616	object/tangible/component/armor/heavy_armor_layer.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*						
1762601318	object/tangible/component/armor/heavy_armor_layer_acid.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*						
-764562064	object/tangible/component/armor/heavy_armor_layer_blast.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*						
-480153985	object/tangible/component/armor/heavy_armor_layer_cold.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*						
-784284994	object/tangible/component/armor/heavy_armor_layer_electrical.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*						
444888474	object/tangible/component/armor/heavy_armor_layer_energy.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*						
1618598853	object/tangible/component/armor/heavy_armor_layer_environmental.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*						
461512847	object/tangible/component/armor/heavy_armor_layer_heat.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*						
2138127220	object/tangible/component/armor/heavy_armor_layer_kinetic.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*						
1938675644	object/tangible/component/armor/heavy_armor_layer_restraint.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*						
-1378772674	object/tangible/component/armor/heavy_armor_layer_stun.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*						
-1109531580	object/tangible/component/armor/shield_generator_facility.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*						
155551742	object/tangible/component/armor/deflector_shield_ion_feed_unit.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*						
-623854688	object/tangible/component/armor/deflector_shield_overload_discharge_unit.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*						
-617341983	object/tangible/component/armor/armor_module_heavy.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*						
443295551	object/tangible/component/armor/armor_module_light.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*						
-1554492115	object/tangible/component/armor/armor_layer_environmental.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*			"[0,0.700000]"			
201334650	object/tangible/component/armor/armor_layer_restraint.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*			"[12,0.700000]"			
78081465	object/tangible/component/armor/armor_segment_advanced.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*					systems.crafting.armor.component.crafting_new_armor_segment	
1261011254	object/tangible/component/armor/armor_segment_bone_acklay.iff	object/tangible/component/armor/armor_segment_battle.iff	-1438161694	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.8	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-2043680571
227937004	object/tangible/component/armor/armor_segment_enhancement_dragonet.iff			systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*				[0:5.000000]		
-1185633502	object/tangible/component/armor/armor_segment_padded_dune_lizard.iff	object/tangible/component/armor/armor_segment_battle.iff	-1438161694	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.4	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-2043680571
-1920361299	object/tangible/component/armor/armor_segment_ris_acklay.iff	object/tangible/component/armor/armor_segment_battle.iff	-1438161694	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.8	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-2043680571
349677024	object/tangible/component/clothing/padding_segment.iff	object/tangible/component/armor/armor_segment_battle.iff	-1438161694	systems.crafting.armor.component.crafting_armor_component_attribute	item.armor.new_armor	armor*	0.7	0.2			systems.crafting.armor.component.crafting_new_armor_segment	-2043680571
1210744947	object/tangible/component/weapon/geonosian_power_cube_yellow.iff				item.armor.new_armor		0.175					
